   1: UNIQUE_HIDEOUT                                                   : Hideout Construction Kit
4891: T6_2H_CROSSBOW_CANNON_AVALON@1                                   : Master's Energy Shaper
4892: T6_2H_CROSSBOW_CANNON_AVALON@2                                   : Master's Energy Shaper
4893: T6_2H_CROSSBOW_CANNON_AVALON@3                                   : Master's Energy Shaper
4894: T7_2H_CROSSBOW_CANNON_AVALON                                     : Grandmaster's Energy Shaper
4895: T7_2H_CROSSBOW_CANNON_AVALON@1                                   : Grandmaster's Energy Shaper
4896: T7_2H_CROSSBOW_CANNON_AVALON@2                                   : Grandmaster's Energy Shaper
4897: T7_2H_CROSSBOW_CANNON_AVALON@3                                   : Grandmaster's Energy Shaper
4898: T8_2H_CROSSBOW_CANNON_AVALON                                     : Elder's Energy Shaper
4899: T8_2H_CROSSBOW_CANNON_AVALON@1                                   : Elder's Energy Shaper
4900: T8_2H_CROSSBOW_CANNON_AVALON@2                                   : Elder's Energy Shaper
4901: T8_2H_CROSSBOW_CANNON_AVALON@3                                   : Elder's Energy Shaper
4902: T3_MAIN_CURSEDSTAFF                                              : Journeyman's Cursed Staff
4903: T4_MAIN_CURSEDSTAFF                                              : Adept's Cursed Staff
4904: T4_MAIN_CURSEDSTAFF@1                                            : Adept's Cursed Staff
4905: T4_MAIN_CURSEDSTAFF@2                                            : Adept's Cursed Staff
4906: T4_MAIN_CURSEDSTAFF@3                                            : Adept's Cursed Staff
4907: T5_MAIN_CURSEDSTAFF                                              : Expert's Cursed Staff
4908: T5_MAIN_CURSEDSTAFF@1                                            : Expert's Cursed Staff
4909: T5_MAIN_CURSEDSTAFF@2                                            : Expert's Cursed Staff
4910: T5_MAIN_CURSEDSTAFF@3                                            : Expert's Cursed Staff
4911: T6_MAIN_CURSEDSTAFF                                              : Master's Cursed Staff
4912: T6_MAIN_CURSEDSTAFF@1                                            : Master's Cursed Staff
4913: T6_MAIN_CURSEDSTAFF@2                                            : Master's Cursed Staff
4914: T6_MAIN_CURSEDSTAFF@3                                            : Master's Cursed Staff
4915: T7_MAIN_CURSEDSTAFF                                              : Grandmaster's Cursed Staff
4916: T7_MAIN_CURSEDSTAFF@1                                            : Grandmaster's Cursed Staff
4917: T7_MAIN_CURSEDSTAFF@2                                            : Grandmaster's Cursed Staff
4918: T7_MAIN_CURSEDSTAFF@3                                            : Grandmaster's Cursed Staff
4919: T8_MAIN_CURSEDSTAFF                                              : Elder's Cursed Staff
4920: T8_MAIN_CURSEDSTAFF@1                                            : Elder's Cursed Staff
4921: T8_MAIN_CURSEDSTAFF@2                                            : Elder's Cursed Staff
4922: T8_MAIN_CURSEDSTAFF@3                                            : Elder's Cursed Staff
4923: T4_2H_CURSEDSTAFF                                                : Adept's Great Cursed Staff
4924: T4_2H_CURSEDSTAFF@1                                              : Adept's Great Cursed Staff
4925: T4_2H_CURSEDSTAFF@2                                              : Adept's Great Cursed Staff
4926: T4_2H_CURSEDSTAFF@3                                              : Adept's Great Cursed Staff
4927: T5_2H_CURSEDSTAFF                                                : Expert's Great Cursed Staff
4928: T5_2H_CURSEDSTAFF@1                                              : Expert's Great Cursed Staff
4929: T5_2H_CURSEDSTAFF@2                                              : Expert's Great Cursed Staff
4930: T5_2H_CURSEDSTAFF@3                                              : Expert's Great Cursed Staff
4931: T6_2H_CURSEDSTAFF                                                : Master's Great Cursed Staff
4932: T6_2H_CURSEDSTAFF@1                                              : Master's Great Cursed Staff
4933: T6_2H_CURSEDSTAFF@2                                              : Master's Great Cursed Staff
4934: T6_2H_CURSEDSTAFF@3                                              : Master's Great Cursed Staff
4935: T7_2H_CURSEDSTAFF                                                : Grandmaster's Great Cursed Staff
4936: T7_2H_CURSEDSTAFF@1                                              : Grandmaster's Great Cursed Staff
4937: T7_2H_CURSEDSTAFF@2                                              : Grandmaster's Great Cursed Staff
4938: T7_2H_CURSEDSTAFF@3                                              : Grandmaster's Great Cursed Staff
4939: T8_2H_CURSEDSTAFF                                                : Elder's Great Cursed Staff
4940: T8_2H_CURSEDSTAFF@1                                              : Elder's Great Cursed Staff
4941: T8_2H_CURSEDSTAFF@2                                              : Elder's Great Cursed Staff
4942: T8_2H_CURSEDSTAFF@3                                              : Elder's Great Cursed Staff
4943: T4_2H_DEMONICSTAFF                                               : Adept's Demonic Staff
4944: T4_2H_DEMONICSTAFF@1                                             : Adept's Demonic Staff
4945: T4_2H_DEMONICSTAFF@2                                             : Adept's Demonic Staff
4946: T4_2H_DEMONICSTAFF@3                                             : Adept's Demonic Staff
4947: T5_2H_DEMONICSTAFF                                               : Expert's Demonic Staff
4948: T5_2H_DEMONICSTAFF@1                                             : Expert's Demonic Staff
4949: T5_2H_DEMONICSTAFF@2                                             : Expert's Demonic Staff
4950: T5_2H_DEMONICSTAFF@3                                             : Expert's Demonic Staff
4951: T6_2H_DEMONICSTAFF                                               : Master's Demonic Staff
4952: T6_2H_DEMONICSTAFF@1                                             : Master's Demonic Staff
4953: T6_2H_DEMONICSTAFF@2                                             : Master's Demonic Staff
4954: T6_2H_DEMONICSTAFF@3                                             : Master's Demonic Staff
4955: T7_2H_DEMONICSTAFF                                               : Grandmaster's Demonic Staff
4956: T7_2H_DEMONICSTAFF@1                                             : Grandmaster's Demonic Staff
4957: T7_2H_DEMONICSTAFF@2                                             : Grandmaster's Demonic Staff
4958: T7_2H_DEMONICSTAFF@3                                             : Grandmaster's Demonic Staff
4959: T8_2H_DEMONICSTAFF                                               : Elder's Demonic Staff
4960: T8_2H_DEMONICSTAFF@1                                             : Elder's Demonic Staff
4961: T8_2H_DEMONICSTAFF@2                                             : Elder's Demonic Staff
4962: T8_2H_DEMONICSTAFF@3                                             : Elder's Demonic Staff
4963: T4_MAIN_CURSEDSTAFF_UNDEAD                                       : Adept's Lifecurse Staff
4964: T4_MAIN_CURSEDSTAFF_UNDEAD@1                                     : Adept's Lifecurse Staff
4965: T4_MAIN_CURSEDSTAFF_UNDEAD@2                                     : Adept's Lifecurse Staff
4966: T4_MAIN_CURSEDSTAFF_UNDEAD@3                                     : Adept's Lifecurse Staff
4967: T5_MAIN_CURSEDSTAFF_UNDEAD                                       : Expert's Lifecurse Staff
4968: T5_MAIN_CURSEDSTAFF_UNDEAD@1                                     : Expert's Lifecurse Staff
4969: T5_MAIN_CURSEDSTAFF_UNDEAD@2                                     : Expert's Lifecurse Staff
4970: T5_MAIN_CURSEDSTAFF_UNDEAD@3                                     : Expert's Lifecurse Staff
4971: T6_MAIN_CURSEDSTAFF_UNDEAD                                       : Master's Lifecurse Staff
4972: T6_MAIN_CURSEDSTAFF_UNDEAD@1                                     : Master's Lifecurse Staff
4973: T6_MAIN_CURSEDSTAFF_UNDEAD@2                                     : Master's Lifecurse Staff
4974: T6_MAIN_CURSEDSTAFF_UNDEAD@3                                     : Master's Lifecurse Staff
4975: T7_MAIN_CURSEDSTAFF_UNDEAD                                       : Grandmaster's Lifecurse Staff
4976: T7_MAIN_CURSEDSTAFF_UNDEAD@1                                     : Grandmaster's Lifecurse Staff
4977: T7_MAIN_CURSEDSTAFF_UNDEAD@2                                     : Grandmaster's Lifecurse Staff
4978: T7_MAIN_CURSEDSTAFF_UNDEAD@3                                     : Grandmaster's Lifecurse Staff
4979: T8_MAIN_CURSEDSTAFF_UNDEAD                                       : Elder's Lifecurse Staff
4980: T8_MAIN_CURSEDSTAFF_UNDEAD@1                                     : Elder's Lifecurse Staff
4981: T8_MAIN_CURSEDSTAFF_UNDEAD@2                                     : Elder's Lifecurse Staff
4982: T8_MAIN_CURSEDSTAFF_UNDEAD@3                                     : Elder's Lifecurse Staff
4983: T4_2H_SKULLORB_HELL                                              : Adept's Cursed Skull
4984: T4_2H_SKULLORB_HELL@1                                            : Adept's Cursed Skull
4985: T4_2H_SKULLORB_HELL@2                                            : Adept's Cursed Skull
4986: T4_2H_SKULLORB_HELL@3                                            : Adept's Cursed Skull
4987: T5_2H_SKULLORB_HELL                                              : Expert's Cursed Skull
4988: T5_2H_SKULLORB_HELL@1                                            : Expert's Cursed Skull
